Name,City,State,Zip Code,Plant Operator,Plant Desc.,Operating Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Planned Capacity (MW),Retired Capacity (MW),Operating Units,Planned Units,Retired Units,Fuel 1,Fuel 2,Net Gen. MWh,Capacity Factor,Sub 1,Sub 2,No. Lines,NAICS Code,NAICS Desc.,SIC Code,Source,Source Date
Corpus Christi,"Violet, TX",TX,78380,Equistar Chemicals LP,"Gas-fired Power Plant (41 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",41,41,41,0,0,1,0,0,Gas,,277766,77.34,Corpus Christi,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Corpus Christi Energy Center,"Corpus Christi, TX",TX,78407,Corpus Christi Cogeneration LP,"Gas-fired Power Plant (575.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",575.5,455,546.3,0,0,1,0,0,Gas,,2316970,58.13,Corpus Christi Energy Center,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Corpus Christi Refinery,"Corpus Christi, TX",TX,78407,Valero Refining Texas LP,"Gas-fired Power Plant (40 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",40,34,40,0,0,2,0,0,Gas,,46591,15.64,Corpus Christi Refinery,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Covel Gardens Facility,"Macdona, TX",TX,78252,Energy Developments Inc,"Renewable Energy Power Plant (9.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9.6,9.6,9.6,0,0,6,0,0,Renew,,63033,74.95,Covel Gardens Facility,,0,221119,Other Electric Power Generation,491,Aerial Imagery,07/2008
Decker Creek,"Manor, TX",TX,78724,Austin Energy,"Gas-fired Power Plant (932 MW of operating capacity, 0 MW of planned capacity, and 0.3 MW of retired capacity)",932,927,964,0,0.3,6,0,1,Gas,,1481350,18.24,Decker Creek,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Decordova Steam Electric Station,"Waples, TX",TX,76048,Luminant Generation Co LLC,"Gas-fired Power Plant (1156.8 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1156.8,1077.2,1113.2,0,0,5,0,0,Gas,,371400,3.94,Decordova,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Diversion Lake Dam,"Riomedina, TX",TX,78066,Bexar Medina Atascosa Counties Water Control & Improvement District No 1,"Hydroelectric Power Plant (0 MW of operating capacity, 0.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,0.5,0,0,1,0,Water,,0,0,Diversion Lake Dam,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,07/2008
Domain Power Plant,"McNeil, TX",TX,78759,Austin Energy,"Gas-fired Power Plant (5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",5,5,5,0,0,1,0,0,Gas,,0,0,Domain Power Plant,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,04/2004
Dunlap TP 1,"Clear Springs, TX",TX,78130,Guadalupe Blanco River Authority,"Hydroelectric Power Plant (3.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",3.6,3.6,3.6,0,0,2,0,0,Water,,8412,26.67,Dunlap TP 1,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Eagle Pass,"El Moral, COA",TX,78877,Maverick County Water Control & Improvement District No 1,"Hydroelectric Power Plant (9.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9.6,7,7,0,0,3,0,0,Water,,45288,73.86,Eagle Pass,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,09/2002
Fort Concho Wind Farm,"San Angelo, TX",TX,76905,Horizon Wind Energy,"Renewable Energy Power Plant (0 MW of operating capacity, 400 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,400,0,0,1,0,Renew,,0,0,Fort Concho Wind Farm,,0,221119,Other Electric Power Generation,491,Latitude and Longitude,08/2008
Gatesville Wind Farm,"Jonesboro, TX",TX,76538,Gamesa (USA),"Renewable Energy Power Plant (0 MW of operating capacity, 200 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,200,0,0,1,0,Renew,,0,0,Gatesville Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,2009
Goat Mountain,"Silver, TX",TX,76945,Goat Mountain Wind LP,"Renewable Energy Power Plant (149.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",149.6,149.6,149.6,0,0,2,0,0,Renew,,256543,19.58,Goat Mountain,,0,221119,Other Electric Power Generation,491,Ventyx Research,05/2007
Gonzales Hydro Plant,"Gonzales, TX",TX,78629,Gonzales TX (City of),"Hydroelectric Power Plant (1.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1.5,0.9,0.9,0,0,3,0,0,Water,,0,0,Gonzales Hydro Plant,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Granite Shoals,"Cottonwood Shores, TX",TX,78654,Lower Colorado River Authority,"Hydroelectric Power Plant (60 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",60,60,59.7,0,0,2,0,0,Water,,34417,6.55,Granite Shoals,,1,221111,Hydroelectric Power Generation,491,USGS Digital Raster Graphics,na
Gregory Power Facility,"Ingleside, TX",TX,78374,Gregory Power Partners LLC,"Gas-fired Power Plant (432 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",432,366,411,0,0,1,0,0,Gas,,2743300,85.56,Gregory,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Guadalupe Generating Station,"Marion, TX",TX,78124,Guadalupe Power Partners LP,"Gas-fired Power Plant (1142.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1142.2,942,1024,0,0,2,0,0,Gas,,4489160,54.4,Guadalupe Generating Station,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Gulf Wind Farm (Pattern Energy),"Armstrong, TX",TX,78338,Pattern Gulf Wind LLC,"Renewable Energy Power Plant (283 MW of operating capacity, 801 MW of planned capacity, and 0 MW of retired capacity)",283,283,283,801,0,1,2,0,Renew,,438556,17.69,Gulf Wind Farm (B&B),,1,221119,Other Electric Power Generation,491,Aerial Imagery,01/2008
H 4,"Oak Forest, TX",TX,78629,Guadalupe Blanco River Authority,"Hydroelectric Power Plant (2.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2.4,2.4,2.4,0,0,1,0,0,Water,,4867,23.15,H 4,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
H 5,"Cost, TX",TX,78629,Guadalupe Blanco River Authority,"Hydroelectric Power Plant (2.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2.4,2.4,2.4,0,0,1,0,0,Water,,4468,21.25,H 5,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Hal C Weaver Power Plant,"Austin, TX",TX,78712,University of Texas At Austin,"Gas-fired Power Plant (152.5 MW of operating capacity, 0 MW of planned capacity, and 60.4 MW of retired capacity)",152.5,146.8,144.8,0,60.4,2,0,7,Gas,,353800,27.51,Hal C Weaver Power Plant,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Hays Energy Project,"Hunter, TX",TX,78666,ANP Operations Co Hays,"Gas-fired Power Plant (989 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",989,880.6,954.2,0,0,4,0,0,Gas,,3845910,49.86,Hays Energy Project,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Holly Street,"Austin, TX",TX,78702,Austin Energy,"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 558 MW of retired capacity)",0,0,0,0,558,0,0,4,Gas,,0,0,Holly Street,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Horse Hollow,"Blair, TX",TX,79562,FPL Energy Horse Hollow LLC,"Renewable Energy Power Plant (735.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",735.5,735.5,735.5,0,0,3,0,0,Renew,,1269350,19.7,Horse Hollow,,1,221119,Other Electric Power Generation,491,Aerial Imagery,na
Ingleside Cogeneration,"Ingleside, TX",TX,78374,Occidental Energy Marketing Inc,"Gas-fired Power Plant (548.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",548.2,460,508,0,0,1,0,0,Gas,,2796450,69.4,Ingleside Cogeneration,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Inks,"Buchanan Dam, TX",TX,78609,Lower Colorado River Authority,"Hydroelectric Power Plant (15 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",15,14,13.64,0,0,1,0,0,Water,,15485,12.63,Inks,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,09/2002
J K Spruce,"Elmendorf, TX",TX,78263,CPS Energy,"Coal-fired Power Plant (1386 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1386,1340,1350,0,0,2,0,0,Coal,,3623220,30.87,J K Spruce,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
J T Deely,"Elmendorf, TX",TX,78263,CPS Energy,"Coal-fired Power Plant (932 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",932,880,800,0,0,2,0,0,Coal,,4611460,59.82,J T Deely,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Jameson Gas Processing,"Silver, TX",TX,76945,C & L Processors Partnership,"Gas-fired Power Plant (1.1 MW of operating capacity, 0 MW of planned capacity, and 0.5 MW of retired capacity)",1.1,1.1,1.1,0,0.5,3,0,1,Gas,,10921,113.34,Jameson Gas Processing,,0,221112,Fossil Fuel Electric Power Generation,491,USGS Geographic Names Information System,na
Johnson County Generation Facility,"Cleburne, TX",TX,76031,North American Energy Services Inc,"Gas-fired Power Plant (282.6 MW of operating capacity, 0 MW of planned capacity, and 178.2 MW of retired capacity)",282.6,267,278,0,178.2,1,0,1,Gas,,1208560,51.67,Cleburne Cogeneration Project,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Koch Corpus Refinery,"Viola, TX",TX,78409,Flint Hills Resources LP,"Gas-fired Power Plant (56.7 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",56.7,41.7,50.7,0,0,2,0,0,Gas,,259133,70.94,Koch Corpus Refinery,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Lake Medina Dam,"Lakehills, TX",TX,78861,Bexar Medina Atascosa Counties Water Control & Improvement District No 1,"Hydroelectric Power Plant (0 MW of operating capacity, 1.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,1.5,0,0,1,0,Water,,0,0,Lake Medina Dam,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,07/2008
Langford Wind Power,"Mertzon, TX",TX,76941,Langford Wind Power LLC,"Renewable Energy Power Plant (150 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",150,150,150,0,0,1,0,0,Renew,,24686,1.88,Langford Wind Power,,0,221119,Other Electric Power Generation,491,Ventyx Research,03/2009
Laredo,"Laredo, TX",TX,78041,Topaz Power Group LLC,"Gas-fired Power Plant (263.6 MW of operating capacity, 0 MW of planned capacity, and 187.2 MW of retired capacity)",263.6,188.4,197,0,187.2,2,0,3,Gas,,402815,24.41,Laredo,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,2008
Las Brisas Energy Center,"Viola, TX",TX,78409,Chase Power Development,"Coal-fired Power Plant (0 MW of operating capacity, 1320 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,1320,0,0,4,0,Coal,,0,0,Las Brisas Energy Center,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,11/2007
Leon Creek,"San Antonio, TX",TX,78211,CPS Energy,"Gas-fired Power Plant (418.3 MW of operating capacity, 0 MW of planned capacity, and 66 MW of retired capacity)",418.3,324,347,0,66,6,0,2,Gas,,125538,4.42,Leon Creek,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Lon C Hill,"Violet, TX",TX,78410,ReNu Power LLC,"Gas-fired Power Plant (0 MW of operating capacity, 300 MW of planned capacity, and 574.2 MW of retired capacity)",0,0,0,300,574.2,0,1,4,Gas,,0,0,Lon C Hill,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Loraine Windpark,"Loraine, TX",TX,79532,Loraine Windpower Park LLC,"Renewable Energy Power Plant (100.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",100.5,100.5,100.5,0,0,1,0,0,Renew,,0,0,Loraine Windpark,,0,221119,Other Electric Power Generation,491,Ventyx Research,12/2008
Lost Pines I,"Camp Swift, TX",TX,78602,GenTex Power Corp,"Gas-fired Power Plant (595 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",595,515,554,0,0,1,0,0,Gas,,3302270,73.2,Lost Pines I,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Marble Falls,"Marble Falls, TX",TX,78654,Lower Colorado River Authority,"Hydroelectric Power Plant (30 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",30,42,42,0,0,2,0,0,Water,,23646,6.43,Marble Falls,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,09/2002
Marshall Ford,"Lakeway, TX",TX,78732,Lower Colorado River Authority,"Hydroelectric Power Plant (102.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",102.5,108,108,0,0,3,0,0,Water,,86626,9.16,Marshall Ford,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Mesquite Creek LFG,"Gruene, TX",TX,78130,WM Renewable Energy LLC,"Renewable Energy Power Plant (3.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",3.2,3.2,3.2,0,0,2,0,0,Renew,,0,0,Mesquite Creek LFG,,0,221119,Other Electric Power Generation,491,Ventyx Research,02/2011
MF&A San Angelo Biomass,"San Angelo, TX",TX,76903,Mesquite Fuels & Agriculture Inc,"Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,0,0,0,0,0,,,0,0,Mf&A San Angelo Biomass,,0,221119,Other Electric Power Generation,491,Ventyx Research,02/2009
Midlothian Energy Facility,"Venus, TX",TX,76065,ANP Operations Co,"Gas-fired Power Plant (1734 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1734,1314,1442,0,0,6,0,0,Gas,,3716610,32.29,Midlothian Energy Facility,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Midway Wind,"Gregory, TX",TX,78374,TradeWind Energy,"Renewable Energy Power Plant (0 MW of operating capacity, 160 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,160,0,0,1,0,Renew,,0,0,Midway Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2010
Mills Lake Dam,"New Braunfels, TX",TX,78130,River Mill Hydro LLC,"Hydroelectric Power Plant (0.187 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.187,0.187,0.187,0,0,1,0,0,Water,,0,0,Mills Lake Dam,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,07/2008
Mission Rd,"San Antonio, TX",TX,78204,CPS Energy,"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 163.6 MW of retired capacity)",0,0,0,0,163.6,0,0,3,Gas,,0,0,Ball Park,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Morgan Creek,"Colorado City, TX",TX,79512,Luminant,"Gas-fired Power Plant (536.4 MW of operating capacity, 0 MW of planned capacity, and 847.972 MW of retired capacity)",536.4,419,485,0,847.972,6,0,8,Gas,,23107,0.63,Morgan Creek,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Nolte,"Seguin, TX",TX,78155,Guadalupe Blanco River Authority,"Hydroelectric Power Plant (2.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2.4,2.4,2.4,0,0,2,0,0,Water,,4456,21.19,Nolte,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Nueces Bay,"Corpus Christi, TX",TX,78402,Topaz Power Group LLC,"Gas-fired Power Plant (679 MW of operating capacity, 0 MW of planned capacity, and 593.5 MW of retired capacity)",679,679.2,679.2,0,593.5,1,0,5,Gas,,0,0,Nueces Bay,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Powerhouse A,"Westlake, LA",LA,70663,PPG Industries Inc,"Power Plant (52.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",52.5,52.5,52.5,0,0,5,0,0,Other,,25989,5.65,Powerhouse A,,0,221119,Other Electric Power Generation,491,Street Address,na
O W Sommers,"Elmendorf, TX",TX,78263,CPS Energy,"Gas-fired Power Plant (902 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",902,850,850,0,0,6,0,0,Gas,,1360930,18.28,O W Sommers,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Oak Creek,"Blackwell, TX",TX,79506,Eagle Construction & Environmental Services LP,"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 75 MW of retired capacity)",0,0,0,0,75,0,0,1,Gas,,0,0,Oak Creek,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
Palo Alto East Wind,"Banquete, TX",TX,78380,TradeWind Energy,"Renewable Energy Power Plant (0 MW of operating capacity, 125 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,125,0,0,1,0,Renew,,0,0,Palo Alto East Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2010
Palo Alto West Wind,"Banquete, TX",TX,78380,TradeWind Energy,"Renewable Energy Power Plant (0 MW of operating capacity, 300 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,300,0,0,1,0,Renew,,0,0,Palo Alto West Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2010
Panda Temple Generating Station,"Temple, TX",TX,76501,Panda Temple Power LLC,"Gas-fired Power Plant (0 MW of operating capacity, 1560 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,1560,0,0,2,0,Gas,,0,0,Panda Temple Generating Station,,0,221112,Fossil Fuel Electric Power Generation,491,Nearest City,12/2007
Papalote Creek Wind Farm,"Taft, TX",TX,78390,Ec&R Papalote Creek I LLC,"Renewable Energy Power Plant (380.1 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",380.1,380.1,380.1,0,0,2,0,0,Renew,,119924,3.6,Papalote Creek Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2008
Pearsall,"Pearsall, TX",TX,78061,Medina Electric Coop Inc,"Gas-fired Power Plant (66 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",66,75,75,0,0,3,0,0,Gas,,19068,2.9,Pearsall,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Pearsall Power Plant,"Pearsall, TX",TX,78061,South Texas Electric Coop Inc,"Gas-fired Power Plant (202.512 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",202.512,202.512,202.512,0,0,24,0,0,Gas,,0,0,Pearsall Power Plant,,0,221112,Fossil Fuel Electric Power Generation,491,Nearest City,01/2008
Penascal Wind Farm,"Sarita, TX",TX,78385,Penascal Wind Power LLC,"Renewable Energy Power Plant (403.2 MW of operating capacity, 202 MW of planned capacity, and 0 MW of retired capacity)",403.2,403.2,403.2,202,0,2,1,0,Renew,,376572,10.66,Penascal Wind Farm,,1,221119,Other Electric Power Generation,491,Aerial Imagery,na
Pflugerville Solar,"Coupland, TX",TX,78653,RRE Austin Solar,"Renewable Energy Power Plant (0 MW of operating capacity, 60 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,60,0,0,1,0,Renew,,0,0,Pflugerville Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,07/2010
Rio Nogales Power Project LP,"Seguin, TX",TX,78155,Rio Nogales Power Project LP,"Gas-fired Power Plant (898.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",898.2,785,848,0,0,1,0,0,Gas,,2323690,33.79,Rio Nogales Power Project,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Roadrunner Wind Farm,"Democrat, TX",TX,76432,RES Americas Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 345 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,345,0,0,1,0,Renew,,0,0,Roadrunner Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,02/2008
Robert Mueller Energy Center,"Austin, TX",TX,78722,Austin Energy,"Gas-fired Power Plant (6.1 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",6.1,5.2,6.1,0,0,2,0,0,Gas,,16996,37.31,Robert Mueller Energy Center,,0,221112,Fossil Fuel Electric Power Generation,491,Street Address,07/2006
Robstown,"Robstown, TX",TX,78380,Robstown TX (City of),"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 24.244 MW of retired capacity)",0,0,0,0,24.244,0,0,11,Gas,,0,0,Robstown,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Sam Rayburn,"Nursery, TX",TX,77904,South Texas Electric Coop Inc,"Gas-fired Power Plant (240.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",240.2,240,248,0,0,6,0,0,Gas,Petro,344003,16.36,Sam Rayburn,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
San Angelo,"San Angelo, TX",TX,76904,Eagle Construction & Environmental Services LP,"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 151 MW of retired capacity)",0,0,0,0,151,0,0,2,Gas,,0,0,San Angelo,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2002
San Marcos Hays Solar Project,"Hunter, TX",TX,78666,International Power USA,"Renewable Energy Power Plant (0 MW of operating capacity, 20 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,20,0,0,1,0,Renew,,0,0,San Marcos Hays Solar Project,,0,221119,Other Electric Power Generation,491,Ventyx Research,10/2010
