Name,Owner Type,Regulation,Control Area,Plan Area,Holding Co.,Summer Peak,Winter Peak,Summer Capacity,Winter Capacity,Net Gen. MW,Source,Source Date
Little River Electric Coop Inc,DistCoop,Regulated,South Carolina Electric & Gas Co,Saluda River Electric Coop Inc,Little River Electric Coop Inc,50,68,0,0,0,Regional Maps; Ventyx Research,1978
Sierra Pacific Power Co,IOU,Regulated,Sierra Pacific Power Co,Sierra Pacific Power Co,NV Energy,1554,1307,1601.55,1652.82,5582160,Regional Maps; Ventyx Research,04/2010
Prairie Land Electric Coop Inc,DistCoop,Regulated,Sunflower Electric Power Corp,Sunflower Electric Power Corp,Prairie Land Electric Coop Inc,104,73,0,0,0,Regional Maps; Ventyx Research,09/2005
Delta Montrose Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Delta Montrose Electric Association,98,112,0,0,0,Regional Maps; Ventyx Research,Unknown
Central Maine Power Co,IOU,Regulated,New England ISO,Central Maine Power Co,Iberdrola SA,1568,1505,8.7,10.1,0,Regional Maps; Ventyx Research,na
Alger Delta Coop Electric Association,DistCoop,Regulated,Wisconsin Public Service Corp,Wisconsin Public Service Corp,Alger Delta Coop Electric Association,13,14,0,0,0,Regional Maps; Ventyx Research,09/2003
UNS Electric Inc,IOU,Regulated,Tucson Electric Power Co,Tucson Electric Power Co,UniSource Energy Corp,444,266,61.1,63.7,18347,Ventyx Research,na
Valley Electric Association Inc,DistCoop,Regulated,Nevada Power Co,Nevada Power Co,Valley Electric Association,114,104,0,0,0,Company Maps; Ventyx Research,11/2003
Wellton Mohawk Irrigation & Drain District,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Wellton Mohawk Irrigation & Drain District,18,13,0,0,0,Regional Maps; Ventyx Research,01/2003
Midwest Energy Inc,DistCoop,Regulated,KGE A Westar Energy Co,Midwest Energy,Midwest Energy Inc,331,223,100.8,100.8,64615,Regional Maps; Ventyx Research,06/1999
Fox Islands Electric Coop Inc,DistCoop,Regulated,New England ISO,New England ISO,Fox Islands Electric Coop Inc,2,2,0,0,0,Regional Maps; Ventyx Research,na
Wheatland Electric Coop Inc,DistCoop,Regulated,Sunflower Electric Power Corp,Sunflower Electric Power Corp,Wheatland Electric Coop Inc,241,164,0,0,0,Regional Maps; Ventyx Research,09/2005
Cheyenne Light Fuel & Power Co,IOU,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Black Hills Corp,169,171,85,95,766943,Regional Maps; Ventyx Research,05/2003
Wheat Belt Public Power District,PSubdiv,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Wheat Belt Public Power District,57,27,0,0,0,Regional Maps; Ventyx Research,07/1989
Midwest Electric Member Corp,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Midwest Electric Member Corp,119,19,0,0,0,Regional Maps; Ventyx Research,07/1989
Canoochee Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Canoochee Electric Member Corp,99,111,0,0,0,Company Maps; Ventyx Research,Unknown
Central Georgia Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Central Georgia Electric Member Corp,259,259,0,0,0,Company Maps; Ventyx Research,Unknown
Coastal Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Coastal Electric Member Corp,88,109,0,0,0,Company Maps; Ventyx Research,Unknown
Colquitt Electric Members Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Colquitt Electric Members Corp,300,338,0,0,0,Company Maps; Ventyx Research,Unknown
Pioneer Electric Coop Inc KS,DistCoop,Regulated,Sunflower Electric Power Corp,Sunflower Electric Power Corp,Pioneer Electric Coop Inc KS,144,113,0,0,0,Company Maps,2011
Plateau Electric Coop,DistCoop,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,Plateau Electric Coop,69,73,0,0,0,Regional Maps; Ventyx Research,Unknown
High West Energy,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,High West Energy,53,41,0,0,0,Regional Maps; Ventyx Research,Unknown
Tri County Electric Coop Inc (OK),DistCoop,Regulated,Southwestern Public Service Co,Golden Spread Electric Coop Inc,Tri County Electric Coop Inc (OK),140,122,0,0,0,Regional Maps; Ventyx Research,11/2003
Eastern Maine Electric Coop,DistCoop,Regulated,New England ISO,New England ISO,Eastern Maine Electric Coop,17,19,0.3,0.3,0,Regional Maps; Ventyx Research,na
Steuben County REMC,DistCoop,Regulated,Northern Indiana Public Service Co,Wabash Valley Power Association,Steuben County REMC,34,27,0,0,0,Regional Maps; Ventyx Research,Unknown
North West Rural Elect Coop,DistCoop,Regulated,Northern States Power,Midwest Reliability Organization,North West Rural Elect Coop,92,123,0,0,0,Regional Maps; Ventyx Research,07/1998
Columbus Southern Power Co,IOU,Regulated,American Electric Power,American Electric Power Co Inc,American Electric Power Co Inc,4209,3934,3586.94,3704.81,11864400,Regional Maps; Ventyx Research,04/2003
Morgan County Rural Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Morgan County Rural Electric Association,43,27,0,0,0,Regional Maps; Ventyx Research,Unknown
Southwest Public Power District,PSubdiv,Regulated,Nebraska Public Power District,Nebraska Electric G & T Coop Inc,Southwest Public Power District,66,29,0.3,0.3,0,Regional Maps; Ventyx Research,07/1989
Southwestern Electric Coop Inc (NM),DistCoop,Regulated,Public Service Co of New Mexico,Plains Electric Generating & Transmission Coop,Southwestern Electric Coop Inc (NM),76,51,0,0,0,Regional Maps; Ventyx Research,Unknown
Southwestern Public Service Co,IOU,Regulated,Southwestern Public Service Co,Southwestern Public Service Co,Xcel Energy Inc,5185,4206,4305.94,4321,19654600,Regional Maps; Ventyx Research,Unknown
United Power Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,United Power Inc,285,235,0,0,0,Regional Maps; Ventyx Research,Unknown
Chariton Valley Electric Coop Inc,DistCoop,Regulated,Associated Electric Coop Inc,Northeast Missouri El Power Coop,Chariton Valley Electric Coop Inc,21,20,0,0,0,Regional Maps; Ventyx Research,07/1998
Clarke Electric Coop Inc,DistCoop,Regulated,MidAmerican Energy Co,Central Iowa Power Coop,Clarke Electric Coop Inc,18,21,0,0,0,Regional Maps; Ventyx Research,07/1998
Panola Harrison Electric Coop Inc,DistCoop,Regulated,Central & Southwest Services,Northeast Texas Electric Coop Inc,Panola Harrison Electric Coop Inc,86,87,0,0,0,Regional Maps; Ventyx Research,na
Springer Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Springer Electric Coop Inc,31,34,0,0,0,Regional Maps; Ventyx Research,Unknown
Navajo Tribal Utility Authority,State,Regulated,Public Service Co of New Mexico,Navajo Tribal Utility Authority,Navajo Tribal Utility Authority,125,153,0,0,0,Company Maps; Ventyx Research,11/2003
Kit Carson Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Kit Carson Electric Coop Inc,51,67,0,0,0,Regional Maps; Ventyx Research,Unknown
Southern Iowa Electric Coop Inc,DistCoop,Regulated,Associated Electric Coop Inc,Northeast Missouri El Power Coop,Southern Iowa Electric Coop Inc,27,25,0,0,0,Regional Maps; Ventyx Research,07/1998
Southwest Iowa Rural Electric Coop,DistCoop,Regulated,MidAmerican Energy Co,Central Iowa Power Coop,Southwest Iowa Rural Electric Coop,19,22,0,0,0,Regional Maps; Ventyx Research,07/1998
Heartland Power Coop,DistCoop,Regulated,Dairyland Power Coop,Dairyland Power Coop,Heartland Power Coop,40,49,0,0,0,Regional Maps; Ventyx Research,07/1998
Neodesha KS (City of),Muni,Regulated,KGE A Westar Energy Co,KGE A Westar Energy Co,Neodesha KS (City of),11,10,0,0,0,Previously Mapped Features; Ventyx Research,2000
Adams Columbia Electric Coop,DistCoop,Regulated,Alliant Energy East,Alliant Energy East,Adams Columbia Electric Coop,97,80,0,0,0,Previously Mapped Features; Ventyx Research,na
PacifiCorp,IOU,Regulated,PacifiCorp,PacifiCorp,Berkshire Hathaway Inc,9420,9336,9809.22,9922.92,58405000,Regional Maps; Ventyx Research,05/2003
Carbon Power & Light Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Carbon Power & Light Inc,14,19,0,0,0,Regional Maps; Ventyx Research,05/2003
Northern Rio Arriba E Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Northern Rio Arriba E Coop Inc,6,10,0,0,0,Regional Maps; Ventyx Research,Unknown
New Mac Electric Coop Inc,DistCoop,Regulated,Grand River Dam Authority,KAMO Electric Coop Inc,New Mac Electric Coop Inc,80,82,0,0,0,Regional Maps; Ventyx Research,Unknown
Ninnescah Rural E C A Inc,DistCoop,Regulated,Southwestern Power Administration,Kansas Electric Power Coop Inc,Ninnescah Rural E C A Inc,24,18,0,0,0,Regional Maps; Ventyx Research,06/1999
Grand Valley Rural Power Line Inc,DistCoop,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Grand Valley Rural Power Line Inc,45,46,0,0,0,Regional Maps; Ventyx Research,Unknown
Holy Cross Electric Association Inc,DistCoop,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Holy Cross Electric Association Inc,136,251,0,0,0,Regional Maps; Ventyx Research,Unknown
Empire Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Empire Electric Association Inc,80,89,0,0,0,Regional Maps; Ventyx Research,Unknown
Colquitt Electric Members Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Colquitt Electric Members Corp,300,338,0,0,0,Company Maps; Ventyx Research,Unknown
San Luis Valley Rural Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,San Luis Valley Rural Electric Coop Inc,68,23,0,0,0,Regional Maps; Ventyx Research,Unknown
Sangre de Cristo Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Sangre de Cristo Electric Association Inc,13,21,0,0,107,Regional Maps; Ventyx Research,Unknown
Consolidated Edison Co of New York Inc,IOU,Regulated,New York ISO,New York Independent System Operator Inc,Consolidated Edison Inc,5329,3849,708.6,798.9,2451260,Regional Maps; Ventyx Research,01/2000
New York State Electric & Gas Corp,IOU,Regulated,New York ISO,New York State Electric & Gas Corp,Iberdrola SA,2815,2571,70.6,73.8,350307,Regional Maps; Ventyx Research,2011
Warren County REMC,DistCoop,Regulated,Northern Indiana Public Service Co,Wabash Valley Power Association,Warren County REMC,20,18,0,0,0,Regional Maps; Ventyx Research,Unknown
Humboldt County Rural Electric Coop,DistCoop,Regulated,MidAmerican Energy Co,Corn Belt Power Coop,Humboldt County Rural Electric Coop,9,14,0,0,0,Regional Maps; Ventyx Research,07/1998
Norwalk Third Taxing District,Muni,Regulated,New England ISO,New England ISO,Norwalk Third Taxing District,13,11,0,0,0,Regional Maps; Ventyx Research,na
Grady Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Grady Electric Member Corp,88,94,38.06,38.06,0,Company Maps; Ventyx Research,Unknown
Western Massachusetts Electric Co,IOU,Regulated,New England ISO,Northeast Utilities Service Co,Northeast Utilities,749,641,0,0,0,Regional Maps; Ventyx Research,Unknown
South Norwalk Electric Works,Muni,Regulated,New England ISO,New England ISO,South Norwalk Electric Works,20,18,0,0,8,Ventyx Research,na
Massachusetts Electric Co,IOU,Regulated,New England ISO,National Grid USA,National Grid Plc,4494,3711,0,0,0,Company Maps; Ventyx Research,Unknown
Bozrah Light & Power Co,Muni,Regulated,New England ISO,New England ISO,Groton Electric Light Dept,28,28,0,0,0,Ventyx Research,na
Central Hudson Gas & Electric Corp,IOU,Regulated,New York ISO,New York Independent System Operator Inc,CH Energy Group Inc,1107,910,74.15,86.8,88251,Regional Maps; Ventyx Research,2011
Connecticut Light & Power Co (The),IOU,Regulated,New England ISO,New England ISO,Northeast Utilities,4873,4016,0.02,0.02,0,Company Maps; Ventyx Research,Unknown
Atlantic City Electric Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Pepco Holdings Inc,2695,1768,158,158,0,Ventyx Research,na
Magnolia Electric Power Association,DistCoop,Regulated,South Mississippi Electric Power Association,South Mississippi Electric Power Association,Magnolia Electric Power Association,157,170,0,0,0,Regional Maps; Ventyx Research,10/2003
Groton Dept of Utilities CT (City of),Muni,Regulated,New England ISO,New England ISO,Groton Dept of Utilities CT (City of),87,79,0,0,0,Ventyx Research,na
Virginia Electric & Power Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Dominion Resources Inc,15919,16216,15592.1,16500.1,62917700,Regional Maps; Ventyx Research,Unknown
Commonwealth Edison Co,IOU,Regulated,Commonwealth Edison Co,Commonwealth Edison Co,Exelon Corp,17165,16092,0,0,0,Regional Maps; Ventyx Research,12/1997
Narragansett Electric Co,IOU,Regulated,New England ISO,National Grid USA,National Grid Plc,1675,1286,0,0,0,Regional Maps; Ventyx Research,na
United Illuminating Co (The),IOU,Regulated,New England ISO,New England ISO,UIL Holdings Corp,1253,931,0,0,0,Company Maps; Ventyx Research,Unknown
Gulf Power Co,IOU,Regulated,Southern Co Services Inc,Gulf Power Co,Southern Co,2546,2320,2650.75,2710.55,12895400,Ventyx Research,na
Lake Worth Utilities,Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Lake Worth Utilities,93,75,88,97,17885,Previously Mapped Features; Ventyx Research,na
Lee County Electric Coop Inc,DistCoop,Regulated,Seminole Electric Coop Inc,Seminole Electric Coop Inc,Lee County Electric Coop Inc,744,731,0,0,0,Regional Maps; Ventyx Research,11/2003
Eastern Iowa Light & Power Coop,DistCoop,Regulated,MidAmerican Energy Co,Central Iowa Power Coop,Eastern Iowa Light & Power Coop,130,107,0,0,0,Regional Maps; Ventyx Research,07/1998
Osage Valley Electric Coop Association,DistCoop,Regulated,Grand River Dam Authority,KAMO Electric Coop Inc,Osage Valley Electric Coop Association,66,80,0,0,0,Regional Maps; Ventyx Research,Unknown
Choptank Electric Coop Inc,DistCoop,Regulated,Virginia Electric & Power Co,Old Dominion Electric Coop Inc,Choptank Electric Coop Inc,217,218,0,0,0,Company Maps; Ventyx Research,09/2003
Delaware Electric Coop Inc,DistCoop,Regulated,Virginia Electric & Power Co,Old Dominion Electric Coop Inc,Delaware Electric Coop Inc,297,275,0,0,0,Company Maps; Ventyx Research,09/2003
Delmarva Power & Light Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Pepco Holdings Inc,3823,3483,0,0,0,Ventyx Research,11/2007
Raft River Rural Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Raft River Rural Electric Coop Inc,68,27,0,0,0,Regional Maps; Ventyx Research,10/2003
PECO Energy Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Exelon Corp,7994,6728,0,0,0,Regional Maps; Ventyx Research,11/1997
Florida Power & Light Co,IOU,Regulated,Florida Power & Light,Florida Power & Light Co,NextEra Energy Inc,22351,20081,23952.6,25208.6,96572000,Regional Maps; Ventyx Research,09/2003
Progress Energy Florida,IOU,Regulated,Progress Energy Florida,Progress Energy Florida,Progress Energy Inc,10254,11319,9226.34,10116.3,35724200,Company Maps; Ventyx Research,10/2003
Mount Dora Utilities,Muni,Regulated,Progress Energy Florida,Progress Energy Florida,Mount Dora Utilities,23,22,0,0,0,Previously Mapped Features; Ventyx Research,na
Jefferson Energy Coop,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Jefferson Electric Member Corp,144,147,0,0,0,Company Maps; Ventyx Research,Unknown
Georgia Power Co,IOU,Regulated,Southern Co Services Inc,Georgia Power Co,Southern Co,16080,15173,15576.1,16114.4,72394300,Company Maps; Ventyx Research,Unknown
Southern Pine Electric Coop Inc,DistCoop,Regulated,PowerSouth Energy Coop,PowerSouth Energy Coop,Southern Pine Electric Coop Inc,84,109,0,0,0,Regional Maps; Ventyx Research,10/2003
Jackson Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Jackson Electric Member Corp,1106,1103,0,0,0,Company Maps; Ventyx Research,Unknown
Little Ocmulgee Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Little Ocmulgee Electric Member Corp,44,53,0,0,0,Company Maps; Ventyx Research,Unknown
Little River Electric Coop Inc,DistCoop,Regulated,South Carolina Electric & Gas Co,Saluda River Electric Coop Inc,Little River Electric Coop Inc,50,68,0,0,0,Regional Maps; Ventyx Research,1978
Middle Georgia Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Middle Georgia Electric Member Corp,36,32,0,0,0,Company Maps; Ventyx Research,Unknown
JEA,Muni,Regulated,JEA,JEA,JEA,2754,3064,3500.93,3739.08,14080200,Previously Mapped Features; Ventyx Research,na
Okefenoke Rural Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Okefenoke Rural Electric Member Corp,145,194,0,0,0,Company Maps; Ventyx Research,Unknown
Slash Pine Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Slash Pine Electric Member Corp,38,48,0,0,0,Company Maps; Ventyx Research,Unknown
Tri County Electric Coop Inc (FL),DistCoop,Regulated,Seminole Electric Coop Inc,Seminole Electric Coop Inc,Tri County Electric Coop Inc (FL),63,71,0,0,0,Regional Maps; Ventyx Research,02/2009
Hart Electric Membership Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Hart Electric Membership Corp,134,156,0,0,0,Company Maps; Ventyx Research,Unknown
